Neighborhood,LotArea,MSZoning,HouseStyle,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice
NridgHt,13891,RL,2Story,107,9,5,2008,2009,1734,1734,1088,0,2822,3,1,4,1,12,1,2009,3,1020,52,170,0,582933
NAmes,9000,RL,1Story,75,5,5,1954,1954,936,1128,0,0,1128,1,0,2,1,5,0,1954,1,286,0,0,0,118000
Somerst,12274,RL,1Story,91,7,5,2008,2008,1417,1428,0,0,1428,2,0,3,1,6,0,2008,2,554,0,60,0,227680
NAmes,9750,RL,SLvl,75,5,5,1967,1967,980,980,0,0,980,2,0,3,1,6,0,1967,1,384,68,0,0,135500
BrkSide,21384,RL,2Story,144,5,6,1923,2004,1324,1072,504,0,1576,1,1,3,1,6,1,1923,2,528,0,312,0,223500
NAmes,13400,RL,SLvl,85,5,5,1966,1966,1024,1086,0,0,1086,1,0,3,1,6,1,1966,2,484,0,0,0,159950
OldTown,8100,RM,2.5Unf,90,5,5,1898,1965,849,1075,1063,0,2138,2,0,2,3,11,0,1910,2,360,40,156,0,106000
NWAmes,10140,RL,1Story,78,6,6,1974,1999,1040,1309,0,0,1309,1,1,3,1,5,1,1974,2,484,265,0,0,181000
CollgCr,4438,RM,1Story,NA,6,5,2004,2004,848,848,0,0,848,1,0,1,1,4,1,2004,2,420,140,0,0,144500
IDOTRR,8712,C (all),1Story,66,5,5,1952,1952,540,1044,0,0,1044,1,0,2,1,4,0,1952,2,504,0,0,0,55993
NAmes,9750,RL,1Story,75,6,6,1958,1958,1442,1442,0,0,1442,1,1,4,1,7,0,1958,1,301,0,0,275,157900
Edwards,8248,RL,1.5Fin,45,5,7,1918,1950,686,686,564,0,1250,1,1,3,1,7,0,1955,1,280,207,0,96,116000
CollgCr,12137,RL,1Story,48,7,5,1998,1998,1649,1661,0,0,1661,2,0,3,1,6,0,1998,2,598,0,34,0,224900
NAmes,11425,RL,1Story,NA,5,6,1954,1954,1008,1008,0,0,1008,1,0,2,1,4,1,1954,1,275,0,0,120,137000
Mitchel,13265,RL,1Story,NA,8,5,2002,2002,1568,1689,0,0,1689,2,0,3,1,7,2,2002,3,857,150,59,0,271000
ClearCr,8816,RL,SLvl,80,6,7,1971,1971,1010,1052,0,0,1052,1,0,3,1,6,0,1971,2,440,0,0,0,155000
NridgHt,6371,RL,1Story,44,7,5,2009,2010,1358,1358,0,0,1358,2,0,2,1,6,1,2010,2,484,192,35,0,224000
CollgCr,7226,RL,2Story,72,7,5,2003,2003,798,798,842,0,1640,2,1,3,1,6,0,2003,2,595,0,45,0,183000
OldTown,6000,RM,1Story,60,4,4,1953,1953,936,936,0,0,936,1,0,2,1,4,0,1974,2,576,0,32,112,93000
Gilbert,12394,RL,2Story,NA,7,5,2003,2003,847,847,886,0,1733,2,1,3,1,7,1,2003,2,433,100,48,0,225000
SWISU,9900,RL,1.5Fin,60,6,7,1940,1950,778,944,545,0,1489,2,0,3,1,7,1,1940,1,240,335,0,0,139500
Somerst,11216,FV,1Story,81,8,5,2006,2006,1489,1489,0,0,1489,2,0,3,1,7,1,2006,2,776,0,140,0,232600
NridgHt,14803,RL,1Story,114,10,5,2007,2008,2078,2084,0,0,2084,2,0,2,1,7,1,2007,3,1220,188,45,0,385000
BrkSide,6130,RM,1.5Unf,50,5,6,1924,1950,784,784,0,0,784,1,0,2,1,5,0,NA,0,0,0,0,116,109500
SawyerW,8529,RL,1Story,65,7,5,2001,2001,1454,1434,0,0,1434,2,0,3,1,6,1,2001,2,527,290,39,0,189000
ClearCr,28698,RL,2Story,NA,5,5,1967,1967,1013,1160,966,0,2126,2,1,3,1,7,0,1967,2,538,486,0,0,185000
Somerst,2544,FV,2Story,24,7,5,2005,2005,600,520,623,80,1223,2,1,2,1,4,0,2005,2,480,0,166,0,147400
NAmes,11900,RL,1Story,80,6,5,1957,1957,1392,1392,0,0,1392,1,1,3,1,6,2,1957,2,458,0,0,0,166000
Somerst,3180,FV,2Story,30,7,5,2005,2005,600,520,600,80,1200,2,1,2,1,4,0,2005,2,480,0,166,0,151000
CollgCr,9548,RL,2Story,44,7,6,2003,2003,941,941,888,0,1829,2,1,3,1,7,1,2003,2,613,192,39,0,237000
NAmes,10004,RL,1Story,100,6,6,1964,1964,1516,1516,0,0,1516,1,1,3,1,6,0,1964,2,472,0,0,0,167000
NAmes,7875,RL,1Story,75,5,6,1961,1961,1144,1144,0,0,1144,1,0,3,1,6,0,1961,2,456,0,0,0,139950
Sawyer,9600,RL,1Story,60,4,7,1950,1995,1067,1067,0,0,1067,2,0,2,1,4,0,1996,2,436,290,0,0,128000
OldTown,8100,RM,1Story,90,5,6,1948,1973,1559,1559,0,0,1559,1,0,2,1,5,0,1948,2,812,0,116,230,153500
BrDale,1680,RM,2Story,21,6,5,1973,1973,483,483,504,0,987,1,1,2,1,5,0,1973,1,264,0,0,0,100000
CollgCr,9525,RL,1Story,75,5,6,1995,2006,1099,1099,0,0,1099,1,1,3,1,6,0,1999,1,352,278,0,0,144000
Edwards,11767,RL,1.5Fin,70,5,6,1946,1995,768,768,432,0,1200,1,0,3,1,6,0,1946,1,240,0,0,0,130500
SWISU,12155,RH,2Story,NA,6,8,1925,1950,672,810,672,0,1482,2,0,4,1,7,0,1934,1,400,0,0,254,140000
OldTown,10440,RM,2Story,60,5,8,1904,2002,650,958,581,0,1539,2,0,3,1,8,1,1983,2,686,70,78,68,157500
NAmes,9020,RL,SLvl,82,6,7,1966,1966,1127,1165,0,0,1165,1,1,3,1,6,0,1966,2,490,0,129,0,174900
NAmes,8000,RL,1Story,80,5,4,1961,1961,1800,1800,0,0,1800,2,0,6,2,10,0,NA,0,0,0,0,0,141000
OldTown,12665,RM,1.5Fin,100,5,8,1915,1950,876,876,540,0,1416,1,1,4,1,7,1,1949,3,720,418,0,194,153900
Sawyer,16647,RL,SFoyer,NA,5,5,1975,1981,1390,1701,0,0,1701,2,0,3,1,6,2,1975,2,611,0,0,0,171000
SawyerW,9317,RL,2Story,75,7,5,1993,1993,740,1006,769,0,1775,2,1,3,1,7,1,1993,2,425,234,72,192,213000
CollgCr,15523,RL,1Story,36,5,6,1972,1972,864,864,0,0,864,1,0,3,1,5,1,1972,1,338,0,0,0,133500
ClearCr,45600,RL,1.5Fin,75,6,8,1908,1997,907,1307,1051,0,2358,3,0,5,1,10,1,1908,2,360,486,40,0,240000
Veenker,9600,RL,SLvl,80,6,7,1976,1994,528,1094,761,0,1855,2,1,3,1,7,1,1976,2,512,113,100,0,187000
CollgCr,4435,RM,1Story,36,6,5,2003,2003,848,848,0,0,848,1,0,1,1,3,0,2003,2,420,140,0,0,131500
Blmngtn,3196,RL,1Story,NA,8,5,2003,2003,1273,1456,0,0,1456,2,0,2,1,7,1,2003,2,400,143,20,0,215000
Crawfor,7128,RL,2.5Unf,53,7,5,1941,1950,918,918,728,0,1646,2,0,4,1,7,2,1941,1,240,0,0,0,164000
NAmes,12095,RL,SLvl,NA,6,6,1964,1964,1127,1445,0,0,1445,1,1,3,1,7,1,1964,2,645,180,0,0,158000
Sawyer,17920,RL,1Story,102,5,4,1955,1974,1763,1779,0,0,1779,1,1,3,1,6,1,1955,2,454,0,418,0,170000
Sawyer,6897,RL,1Story,NA,5,8,1962,2010,1040,1040,0,0,1040,1,1,3,1,6,0,1962,1,260,0,104,0,127000
CollgCr,10970,RL,SLvl,NA,6,6,1978,1978,940,1026,0,0,1026,1,0,3,1,5,0,1981,2,576,0,0,34,147000
Gilbert,8125,RL,2Story,65,6,5,1994,1995,702,702,779,0,1481,2,1,3,1,6,1,1994,2,343,0,36,0,174000
NWAmes,10400,RL,1Story,80,7,5,1976,1976,1090,1370,0,0,1370,2,0,3,1,6,1,1976,2,479,0,0,0,152000
NWAmes,11029,RL,2Story,NA,6,7,1968,1984,1054,1512,1142,0,2654,2,1,4,1,9,1,1968,2,619,0,65,0,250000
Crawfor,7642,RL,1.5Fin,55,7,8,1918,1998,912,912,514,0,1426,1,1,3,1,7,1,1925,1,216,0,240,0,189950
Sawyer,11625,RL,1Story,75,5,4,1965,1965,1039,1039,0,0,1039,1,1,3,1,6,0,1965,2,504,0,0,0,131500
SawyerW,9672,RL,1Story,81,6,5,1984,1985,1040,1097,0,0,1097,2,0,3,1,6,0,1986,2,480,0,0,0,152000
NAmes,7931,RL,1Story,70,5,5,1959,1959,1148,1148,0,0,1148,1,0,3,1,6,0,1959,1,672,0,0,0,132500
Somerst,8640,FV,1Story,72,7,5,2007,2008,1372,1372,0,0,1372,2,0,3,1,6,0,2008,2,529,0,140,0,250580
NAmes,8750,RL,1Story,NA,5,6,1970,1970,1002,1002,0,0,1002,1,0,3,1,5,0,1973,2,902,0,0,0,148500
Timber,10656,RL,1Story,67,8,5,2006,2007,1638,1646,0,0,1646,2,0,3,1,6,1,2007,3,870,192,80,0,248900
Sawyer,6970,RL,1Story,85,4,5,1961,1961,1040,1120,0,0,1120,1,1,3,1,5,0,1961,2,544,168,0,0,129000
Gilbert,14762,RL,2Story,NA,5,6,1948,1950,0,1547,720,53,2320,2,0,2,1,7,1,1979,2,672,120,144,0,169000
SawyerW,9938,RL,2Story,80,7,5,1993,1994,1050,1062,887,0,1949,2,1,3,1,8,1,1993,2,574,156,90,0,236000
NAmes,6600,RL,1Story,60,5,5,1962,1962,894,894,0,0,894,1,0,2,1,5,0,1962,1,308,0,0,0,109500
CollgCr,8750,RL,2Story,70,6,5,1998,1998,804,804,878,0,1682,2,1,3,1,7,0,1998,2,523,0,77,0,200500
NAmes,8892,RL,1Story,74,5,7,1953,1996,105,910,0,0,910,1,0,3,1,5,0,1953,2,414,196,0,150,116000
NAmes,12144,RL,1Story,60,5,7,1949,1950,832,1036,0,232,1268,1,0,3,1,6,1,1949,1,288,0,28,0,133000
OldTown,5720,RM,1.5Fin,52,5,6,1941,1950,676,676,455,0,1131,1,1,3,1,5,0,1941,1,200,26,0,0,66500
Somerst,9000,FV,2Story,75,8,5,2007,2007,1184,1184,1426,0,2610,2,1,4,1,11,1,2007,2,550,208,364,0,303477
Mitchel,25286,RL,1Story,94,4,5,1963,1963,1064,1040,0,0,1040,1,0,3,1,5,0,1963,2,648,0,0,0,132250
NridgHt,8834,RL,2Story,74,9,5,2004,2005,1462,1462,762,0,2224,2,1,4,1,10,1,2004,3,738,184,0,0,350000
Sawyer,11782,RL,SFoyer,88,5,7,1961,1995,1109,1155,0,0,1155,1,0,3,1,6,0,1987,2,576,192,0,0,148000
CollgCr,7000,RL,1Story,NA,5,8,1978,2005,864,864,0,0,864,1,0,3,1,6,0,1978,1,336,0,0,0,136500
Edwards,7024,RL,1Story,60,5,5,2005,2006,1090,1090,0,0,1090,1,1,2,1,5,0,2005,2,450,0,49,0,157000
Timber,13758,RL,1.5Fin,44,7,5,1990,1991,1156,1187,530,0,1717,2,1,3,1,7,1,1990,2,400,168,36,0,187500
Gilbert,9636,RL,2Story,NA,6,5,1992,1993,808,808,785,0,1593,2,1,3,1,7,1,1993,2,389,342,40,0,178000
SWISU,6204,RL,2.5Fin,60,4,5,1912,1950,795,954,795,481,2230,1,0,5,1,10,0,1997,1,440,0,188,0,118500
NAmes,7150,RL,1Story,65,5,5,1967,1967,892,892,0,0,892,1,0,3,1,5,0,1967,1,288,0,0,0,100000
Somerst,5119,FV,1Story,50,9,5,1999,2000,1698,1709,0,0,1709,2,0,2,1,5,1,1999,2,506,97,65,0,328900
NAmes,8393,RL,1Story,70,5,5,1959,2005,1626,1712,0,0,1712,2,0,4,2,8,0,2005,2,588,272,54,0,145000
Edwards,16466,RL,1.5Fin,59,5,7,1955,1955,816,872,521,0,1393,1,1,3,1,8,0,1955,1,300,121,0,0,135500
NAmes,15865,RL,1Story,95,8,6,1970,1970,2217,2217,0,0,2217,2,0,4,1,8,1,1970,2,621,81,207,0,268000
NAmes,12160,RL,1Story,128,6,4,1953,1953,1505,1505,0,0,1505,1,0,2,1,6,1,1953,2,505,0,0,0,149500
NAmes,8064,RL,1.5Fin,60,5,7,1949,2006,672,672,252,0,924,1,0,3,1,6,1,2003,2,576,0,0,0,122900
Sawyer,11184,RL,2Story,70,6,5,1978,1978,918,918,765,0,1683,2,1,3,1,7,1,1978,2,440,243,0,0,172500
Sawyer,8414,RL,1Story,70,6,8,1963,2003,1059,1068,0,0,1068,1,0,3,1,6,0,1963,1,264,192,0,0,154500
Sawyer,13284,RL,1Story,NA,5,5,1954,1954,1383,1383,0,0,1383,1,0,3,1,6,1,1954,1,354,511,116,0,165000
SawyerW,7018,RL,1Story,64,5,5,1979,1979,0,1535,0,0,1535,2,0,4,2,8,0,1979,2,400,0,0,0,118858
NAmes,7056,RL,2Story,71,6,5,1963,1963,780,983,813,0,1796,1,1,4,1,8,1,1963,2,483,0,50,0,140000
IDOTRR,8765,RM,1Story,50,4,6,1936,1950,951,951,0,0,951,1,0,2,1,6,0,1936,1,327,0,28,0,106500
SawyerW,7018,RL,2Story,64,5,5,1979,1979,0,1120,1120,0,2240,2,0,6,2,12,0,1979,2,528,154,0,0,142953
NridgHt,12919,RL,1Story,100,9,5,2009,2010,2330,2364,0,0,2364,2,1,2,1,11,2,2009,3,820,0,67,0,611657
Sawyer,6993,RL,1Story,65,5,7,1961,1994,912,1236,0,0,1236,1,0,3,1,6,1,1961,1,288,0,0,0,135000
NAmes,7340,RL,1Story,NA,4,6,1971,1971,858,858,0,0,858,1,0,2,1,4,0,1979,1,684,0,0,0,110000
NAmes,8712,RL,1Story,64,5,7,1957,2000,992,1306,0,0,1306,1,0,2,1,5,0,1968,1,756,0,0,0,153000
Gilbert,7875,RL,2Story,63,7,5,2003,2003,783,807,702,0,1509,2,1,3,1,8,1,2003,2,393,0,75,0,180000
Gilbert,14859,RL,1Story,50,7,5,2006,2006,1670,1670,0,0,1670,2,0,3,1,7,1,2006,3,690,144,60,0,240000
Sawyer,6173,RL,1Story,NA,5,6,1967,1967,876,902,0,0,902,1,0,3,1,6,0,1967,1,288,0,0,0,125500
NAmes,9920,RL,1Story,80,5,5,1954,1954,1056,1063,0,0,1063,1,0,3,1,6,0,1954,1,280,0,0,164,128000
Somerst,13501,RL,1Story,116,8,5,2006,2006,1623,1636,0,0,1636,2,0,3,1,8,1,2006,3,865,0,60,0,255000
Crawfor,11500,RL,1.5Fin,86,7,7,1936,1987,1017,1020,1037,0,2057,1,1,3,1,6,1,1936,1,180,0,0,0,250000
Mitchel,8885,RL,1Story,NA,5,5,1983,1983,864,902,0,0,902,1,0,2,1,5,0,1983,2,484,164,0,0,131000
Gilbert,12589,RL,2Story,149,6,5,2005,2005,742,742,742,0,1484,2,1,3,1,8,1,2005,2,390,36,24,0,174000
NAmes,11600,RL,2Story,80,5,5,1960,1960,1105,1105,1169,0,2274,2,0,5,2,12,0,1960,2,480,0,0,0,154300
CollgCr,9286,RL,1Story,NA,5,7,1977,1989,1268,1268,0,0,1268,1,1,3,1,5,0,1978,1,252,173,0,0,143500
BrkSide,6120,RM,1Story,51,5,7,1925,1950,768,1015,0,0,1015,1,0,3,1,6,0,1925,1,450,0,0,112,88000
Crawfor,6270,RH,2Story,82,5,6,1949,1950,1001,1001,1001,0,2002,2,0,4,2,8,0,1949,3,871,0,0,0,145000
Somerst,3000,FV,2Story,30,6,5,2009,2009,612,612,612,0,1224,2,1,2,1,4,0,2009,2,528,0,234,0,173733
MeadowV,2001,RM,2Story,21,4,5,1970,1970,546,546,546,0,1092,1,1,3,1,6,0,1970,1,286,0,0,0,75000
IDOTRR,9000,C (all),1Story,50,2,3,1949,1950,480,480,0,0,480,0,0,1,1,4,0,1958,1,308,0,0,0,35311
Edwards,17140,RL,1Story,NA,4,6,1956,1956,1134,1229,0,0,1229,1,0,3,1,6,0,1956,1,284,0,0,0,135000
SawyerW,13125,RL,2Story,103,7,5,1991,1991,1104,912,1215,0,2127,2,1,4,1,8,1,1991,3,833,72,192,224,238000
NAmes,11029,RL,1Story,87,6,8,1958,2002,1184,1414,0,0,1414,1,0,3,1,6,1,1990,2,601,0,51,0,176500
SawyerW,8462,RL,2Story,70,6,5,1994,1994,928,936,785,0,1721,2,1,3,1,7,0,1994,2,471,300,87,0,201000
Edwards,8777,RL,1.5Fin,67,5,7,1900,2003,1272,1272,928,0,2200,2,2,4,2,9,0,NA,0,0,0,70,0,145900
Gilbert,10237,RL,1Story,65,6,5,2005,2006,1316,1316,0,0,1316,2,0,3,1,6,1,2005,2,397,100,0,0,169990
SawyerW,8012,RL,1Story,50,6,5,1993,1994,1604,1617,0,0,1617,2,0,2,1,5,1,1993,2,533,0,69,0,193000
NWAmes,10240,RL,1Story,79,6,6,1980,1980,1686,1686,0,0,1686,2,0,3,1,7,1,1980,2,612,384,131,0,207500
NWAmes,15611,RL,1Story,NA,5,6,1977,1977,1126,1126,0,0,1126,2,0,3,1,6,0,1977,2,540,180,0,0,175000
NridgHt,11999,RL,2Story,93,8,5,2003,2004,1181,1234,1140,0,2374,2,1,4,1,10,1,2003,3,656,104,100,0,285000
NWAmes,9900,RL,2Story,NA,7,5,1968,1968,832,1098,880,0,1978,2,1,4,1,9,1,1968,2,486,0,43,0,176000
CollgCr,11838,RL,1Story,NA,8,5,2001,2001,1753,1788,0,0,1788,2,0,3,1,7,1,2001,2,522,202,151,0,236500
Gilbert,13006,RL,2Story,NA,7,5,1997,1997,964,993,1243,0,2236,2,1,4,1,8,1,1997,2,642,0,0,0,222000
Timber,8925,RL,1Story,73,8,5,2007,2007,1466,1466,0,0,1466,2,0,3,1,7,0,2007,3,610,100,18,0,201000
NAmes,9100,RL,1Story,70,5,6,1965,1965,925,925,0,0,925,1,0,2,1,5,0,1965,1,429,0,0,0,117500
Somerst,11670,RL,1Story,84,9,5,2006,2006,1905,1905,0,0,1905,2,0,3,1,8,1,2006,3,788,0,191,0,320000
CollgCr,8487,RL,1Story,63,7,5,2004,2004,1500,1500,0,0,1500,2,0,3,1,6,0,2004,2,570,192,36,0,190000
NAmes,27650,RL,1Story,313,7,7,1960,2007,585,2069,0,0,2069,2,0,4,1,9,1,1960,2,505,0,0,0,242000
BrkSide,5825,RL,1Story,52,4,5,1926,1953,600,747,0,0,747,1,0,1,1,5,0,1953,2,528,0,0,32,79900
SawyerW,10083,RL,1Story,67,7,5,2003,2003,1176,1200,0,0,1200,2,0,2,1,5,0,2003,2,555,0,41,0,184900
Somerst,9675,RL,2Story,75,7,5,2005,2005,1113,1113,858,0,1971,2,1,3,1,8,1,2005,2,689,0,48,0,253000
CollgCr,8760,RL,2Story,73,7,5,2006,2006,1391,1391,571,0,1962,2,1,3,1,7,0,2006,3,868,0,90,0,239799
ClearCr,24090,RL,2Story,NA,7,7,1940,1950,1032,1207,1196,0,2403,2,0,4,1,10,2,1940,1,349,56,0,318,244400
Mitchel,12640,RL,1Story,55,6,5,1976,1976,1728,1728,0,0,1728,2,0,4,2,8,0,1976,2,574,40,0,0,150900
Gilbert,8755,RL,2Story,NA,7,5,1999,1999,992,1022,1038,0,2060,2,1,3,1,8,1,1999,2,390,0,0,0,214000
Edwards,7711,RL,1Story,42,4,3,1977,1977,1440,1440,0,0,1440,2,0,4,2,8,0,NA,0,0,321,0,0,150000
Mitchel,25000,RL,1Story,100,5,4,1967,1967,1632,1632,0,0,1632,2,0,4,2,8,0,1967,2,576,0,0,0,143000
Timber,14375,RL,SLvl,NA,6,6,1958,1958,819,1344,0,0,1344,1,0,3,1,7,1,1958,2,525,0,118,0,137500
OldTown,8820,RM,1.5Fin,98,5,6,1890,1996,1088,1188,561,120,1869,1,0,2,1,7,0,1963,2,456,48,0,244,124900
NAmes,8163,RL,SLvl,70,5,6,1959,1959,1144,1144,0,0,1144,1,0,3,1,6,1,1959,1,796,86,0,0,143000
Timber,14536,RL,1Story,85,8,5,2002,2003,1616,1629,0,0,1629,2,0,3,1,9,1,2002,3,808,0,252,0,270000
CollgCr,14006,RL,2Story,65,7,5,2002,2002,936,936,840,0,1776,2,1,3,1,7,1,2002,2,474,144,96,0,192500
NWAmes,9360,RL,1Story,78,6,7,1972,2006,1161,1381,0,0,1381,1,1,3,1,5,1,1972,2,676,0,0,0,197500
NAmes,7200,RL,1Story,60,5,8,1950,2002,864,864,0,0,864,1,0,3,1,5,0,1980,2,720,194,0,0,129000
SawyerW,7800,RH,1Story,60,5,5,1965,1965,828,965,0,0,965,1,0,3,1,6,0,1979,1,300,421,0,0,119900
CollgCr,7200,RL,SFoyer,60,5,8,1972,2003,768,768,0,0,768,1,0,2,1,5,0,1974,1,396,192,0,0,133900
Mitchel,11075,RL,2Story,NA,5,4,1969,1969,784,1168,800,0,1968,2,1,4,1,7,1,1969,2,530,305,189,0,172000
Edwards,9400,RL,SFoyer,35,6,5,1975,1975,945,980,0,0,980,2,0,4,0,4,0,NA,0,0,0,0,0,127500
Crawfor,7136,RH,2Story,82,6,6,1946,1950,979,979,979,0,1958,2,0,4,2,8,0,1946,2,492,0,0,0,145000
Blueste,1300,RM,2Story,24,6,6,1980,1980,561,561,668,0,1229,1,1,2,1,5,1,1980,2,462,150,0,0,124000
Sawyer,7420,RL,1Story,70,5,5,1962,1962,1057,1057,0,0,1057,1,0,3,1,6,0,1977,2,576,0,0,0,132000
CollgCr,8450,RL,1Story,65,7,5,2003,2003,1337,1337,0,0,1337,2,0,3,1,6,0,2003,2,531,0,39,0,185000
Somerst,2572,FV,2Story,24,7,5,1999,1999,696,696,720,0,1416,2,1,3,1,6,0,1999,2,484,0,44,0,155000
BrkSide,7207,RL,1Story,50,5,7,1958,2008,858,858,0,0,858,1,0,2,1,4,0,NA,0,0,117,0,0,116500
NWAmes,12227,RL,2Story,NA,6,7,1977,1995,1330,1542,1330,0,2872,2,1,4,1,11,1,1977,2,619,550,282,0,272000
NPkVill,2308,RL,2Story,24,6,6,1976,1976,804,804,744,0,1548,2,1,3,1,7,1,1976,2,440,48,0,0,155000
CollgCr,11923,RL,1Story,122,9,5,2007,2007,1800,1800,0,0,1800,2,0,2,1,7,0,2007,2,702,288,136,0,239000
Timber,11316,RL,2Story,80,7,5,2002,2003,817,824,1070,0,1894,2,1,4,1,8,1,2002,2,510,0,40,0,214900
Gilbert,10237,RL,2Story,65,6,5,2005,2007,783,783,701,0,1484,2,1,3,1,8,1,2005,2,393,0,72,0,178900
Crawfor,9600,RL,1.5Fin,130,5,7,1940,1950,728,976,332,0,1308,1,1,2,1,7,2,1940,1,256,0,70,0,160000
NAmes,7390,RL,1Story,NA,5,7,1955,1955,1098,1098,0,0,1098,1,0,3,1,6,0,1955,1,260,0,0,0,135000
OldTown,5925,RM,1.5Fin,50,3,6,1910,1950,600,600,368,0,968,1,0,2,1,6,0,NA,0,0,0,0,0,37900
NAmes,10382,RL,SLvl,75,6,5,1958,1958,588,1095,0,0,1095,1,0,2,1,6,0,1958,1,264,0,0,0,140000
NAmes,10800,RL,1.5Fin,60,4,4,1949,1950,720,720,472,0,1192,1,1,4,1,6,0,NA,0,0,0,0,0,135000
NridgHt,2268,RL,2Story,36,7,5,2003,2004,764,764,862,0,1626,2,0,2,1,6,0,2003,2,474,0,27,0,173000
SawyerW,7892,RL,1Story,55,6,5,1979,1979,918,918,0,0,918,2,0,2,1,5,1,1979,1,264,28,0,0,99500
Somerst,11639,FV,1Story,95,7,5,2007,2008,1428,1428,0,0,1428,2,0,3,1,6,0,2007,2,480,0,120,0,182000
BrkSide,11414,RL,2Story,60,7,8,1910,1993,728,1136,883,0,2019,1,0,3,1,8,0,1997,2,532,509,135,0,167500
Somerst,2651,FV,2Story,NA,7,5,2000,2000,673,673,709,0,1382,2,1,3,1,6,0,2000,2,490,153,50,0,165000
BrkSide,5900,RL,1Story,51,4,7,1923,1958,440,869,0,0,869,1,0,2,1,4,0,NA,0,0,0,0,0,85500
Somerst,4274,FV,1Story,35,7,5,2006,2007,1241,1241,0,0,1241,1,1,1,1,4,0,2007,2,569,0,116,0,199900
Edwards,9450,RL,1Story,68,4,5,1954,1954,894,894,0,0,894,1,0,3,1,5,0,1999,2,400,0,0,0,110000
Sawyer,8816,RL,1Story,80,5,6,1963,1963,1121,1121,0,0,1121,1,0,3,1,5,0,1963,2,480,0,80,0,139000
NAmes,12122,RL,SFoyer,NA,7,9,1961,2007,944,999,0,0,999,1,0,3,1,6,0,1961,2,588,144,76,0,178400
NoRidge,12203,RL,2Story,98,8,5,1998,1999,1225,1276,1336,0,2612,2,1,4,1,8,1,1998,3,676,250,0,0,336000
Blmngtn,3182,RL,1Story,43,7,5,2007,2007,1266,1266,0,0,1266,2,0,2,1,6,1,2007,2,388,100,16,0,159895
CollgCr,11250,RL,2Story,NA,8,5,2002,2002,1128,1149,1141,0,2290,2,1,4,1,9,1,2002,2,779,0,0,0,255900
Mitchel,10125,RL,1.5Fin,75,5,5,1977,1977,0,1302,432,0,1734,2,0,4,2,8,0,1977,2,539,0,0,0,126000
Edwards,10880,RL,1Story,68,5,5,1950,1950,1164,1164,0,0,1164,1,0,3,1,5,0,1950,1,240,0,48,0,125000
OldTown,5310,RM,1.5Fin,59,6,8,1910,2003,485,1001,634,0,1635,1,0,2,1,5,0,1950,1,255,394,0,0,117000
NridgHt,10159,RL,1Story,83,9,5,2009,2010,1930,1940,0,0,1940,2,1,3,1,8,1,2010,3,606,168,95,0,395192
NWAmes,12046,RL,2Story,NA,6,6,1976,1976,848,1118,912,0,2030,2,1,4,1,8,1,1976,2,551,0,224,0,195000
Somerst,8125,FV,2Story,65,7,5,2006,2006,770,778,798,0,1576,2,1,3,1,6,0,2006,2,614,0,50,0,197000
NoRidge,9452,RL,2Story,82,8,5,1997,1998,1396,1407,985,0,2392,2,1,3,1,7,1,1997,3,870,0,70,0,348000
OldTown,17671,RM,2Story,121,8,9,1882,1986,916,916,826,0,1742,1,1,4,1,8,1,1925,2,424,0,169,0,168000
NAmes,9760,RL,2Story,80,6,8,1964,1993,822,1020,831,0,1851,2,1,3,1,7,1,1964,2,440,239,42,0,187000
CollgCr,8846,RL,2Story,68,6,5,2005,2006,750,750,750,0,1500,2,1,3,1,6,0,2005,2,564,0,35,0,173900
NridgHt,12456,RL,1Story,96,10,5,2006,2007,1700,1718,0,0,1718,2,0,3,1,7,1,2008,3,786,216,48,0,337500
BrkSide,4712,RL,1.5Fin,51,4,7,1946,1950,747,774,456,0,1230,1,1,3,1,5,0,1946,1,305,0,57,0,121600
NAmes,10659,RL,1Story,NA,5,6,1961,1961,1050,1050,0,0,1050,1,0,3,1,6,0,1961,1,368,0,319,0,136500
NWAmes,11717,RL,1Story,NA,6,6,1970,1970,1442,1442,0,0,1442,2,0,2,1,6,1,1970,2,615,371,0,0,185000
IDOTRR,9786,RM,1Story,60,3,4,1922,1950,1007,1077,0,0,1077,1,0,3,1,6,1,1922,1,210,0,100,48,91000
CollgCr,6762,RL,1Story,64,7,5,2006,2006,1187,1208,0,0,1208,2,0,2,1,6,0,2006,2,632,105,61,0,206000
Edwards,10206,RL,1Story,74,3,3,1952,1952,0,944,0,0,944,1,0,2,1,4,0,1956,2,528,0,0,0,82000
OldTown,5400,RL,1Story,60,5,6,1920,1950,691,691,0,0,691,1,0,2,1,4,0,1920,1,216,0,20,94,86000
Somerst,11957,RL,1Story,75,8,5,2006,2006,1574,1574,0,0,1574,2,0,3,1,7,1,2006,3,824,144,104,0,232000
NWAmes,11500,RL,1Story,NA,5,6,1976,1976,1680,1680,0,0,1680,2,0,4,2,8,0,1976,2,528,0,0,0,136905
